56.66467	-42.64133	-52.85519	-19.69028	-37.11719	-71.0694	-83.65576	-36.9718	-83.71109	-84.29877	-39.50867	-84.99893	-82.74164	-41.59042	-82.8667	-74.86255	-41.97659	2.811741
56.66815	-42.63278	-52.84937	-19.68979	-37.11472	-71.06708	-83.65741	-36.97162	-83.70923	-84.29953	-39.50763	-84.99771	-82.74368	-41.58972	-82.86807	-74.86298	-41.97559	2.811677
56.6721	-42.62296	-52.84265	-19.68924	-37.11185	-71.06445	-83.65924	-36.97144	-83.70709	-84.30035	-39.5065	-84.99628	-82.74597	-41.58893	-82.86969	-74.86346	-41.97446	2.811581
56.67556	-42.61432	-52.83679	-19.68875	-37.10934	-71.06216	-83.66089	-36.97125	-83.70526	-84.30109	-39.50546	-84.99506	-82.74799	-41.58823	-82.87106	-74.86389	-41.97345	2.811503
56.67885	-42.60602	-52.83118	-19.68829	-37.10696	-71.05994	-83.66248	-36.9711	-83.70349	-84.30179	-39.50449	-84.9939	-82.74988	-41.58752	-82.87238	-74.86432	-41.97253	2.81142
56.68273	-42.59711	-52.82446	-19.68835	-37.10468	-71.05673	-83.66534	-36.96954	-83.7019	-84.30328	-39.5033	-84.99393	-82.75223	-41.58826	-82.87311	-74.86542	-41.97095	2.810868
56.68601	-42.58923	-52.8186	-19.68842	-37.10275	-71.05386	-83.66791	-36.96808	-83.70065	-84.30463	-39.50229	-84.99414	-82.75421	-41.58908	-82.87363	-74.86646	-41.96954	2.810344
56.68908	-42.58188	-52.81314	-19.68848	-37.10095	-71.05121	-83.67035	-36.96664	-83.69943	-84.30591	-39.50134	-84.99432	-82.75607	-41.58981	-82.87411	-74.86743	-41.96826	2.809844
56.69228	-42.57434	-52.80753	-19.6886	-37.09912	-71.04843	-83.67282	-36.96521	-83.69818	-84.30722	-39.50037	-84.99451	-82.75797	-41.59061	-82.8746	-74.86841	-41.96689	2.809317
56.69525	-42.56741	-52.8024	-19.68866	-37.09741	-71.0459	-83.67511	-36.96393	-83.69702	-84.30841	-39.49945	-84.99466	-82.75977	-41.59131	-82.875	-74.86932	-41.96564	2.80882
56.6992	-42.55682	-52.79575	-19.68961	-37.09561	-71.04016	-83.67807	-36.96283	-83.69415	-84.31015	-39.49817	-84.99365	-82.76257	-41.59143	-82.8761	-74.86993	-41.96362	2.807676
56.70184	-42.54984	-52.7923	-19.69083	-37.09491	-71.03485	-83.67978	-36.96271	-83.69138	-84.31128	-39.49731	-84.992	-82.76459	-41.59085	-82.87695	-74.86981	-41.96219	2.806535
56.70446	-42.54282	-52.78888	-19.69202	-37.09418	-71.0296	-83.68152	-36.96259	-83.6886	-84.31244	-39.49646	-84.99036	-82.7666	-41.59027	-82.87781	-74.86975	-41.96069	2.805385
56.70699	-42.5361	-52.78558	-19.69318	-37.09351	-71.02454	-83.68314	-36.96246	-83.68588	-84.31354	-39.49564	-84.98874	-82.76855	-41.58975	-82.87857	-74.86963	-41.95929	2.80426
56.70967	-42.52911	-52.7822	-19.69437	-37.0928	-71.01923	-83.68488	-36.96234	-83.68307	-84.31464	-39.49475	-84.987	-82.77054	-41.5892	-82.87936	-74.86954	-41.95786	2.803058
56.7113	-42.52377	-52.78091	-19.69684	-37.09433	-71.01352	-83.68713	-36.96173	-83.67981	-84.31619	-39.49371	-84.9848	-82.77286	-41.58807	-82.88074	-74.86926	-41.95627	2.801735
