5.405692	1.128654	4.004383	8.786744	8.680931	2.819249	10.4187	7.082161	5.067515	10.81091	5.439378	6.517605	8.141838	5.22659	90	True	True
5.405692	1.128654	4.004383	8.786744	8.680931	2.819249	10.4187	7.082161	5.067515	10.81091	5.439378	6.517605	8.141838	5.22659	90	True	True
5.405692	1.128654	4.004383	8.786744	8.680931	2.819249	10.4187	7.082161	5.067515	10.81091	5.439378	6.517605	8.141838	5.22659	90	True	True
9.474216	1.531608	5.879625	8.855292	8.958278	5.438012	7.308063	8.013198	2.290715	5.134997	7.884354	6.284313	8.733196	5.489375	90	True	True
9.474216	1.531608	5.879625	8.855292	8.958278	5.438012	7.308063	8.013198	2.290715	5.134997	7.884354	6.284313	8.733196	5.489375	90	True	True
4.683577	12.84187	9.467386	6.526608	1.357821	2.635818	6.872584	2.478286	4.211843	0.6314849	2.249243	2.766124	9.987546	5.291723	90	True	True
4.683577	12.84187	9.467386	6.526608	1.357821	2.635818	6.872584	2.478286	4.211843	0.6314849	2.249243	2.766124	9.987546	5.291723	90	True	True
18.17286	6.435192	9.884575	9.412267	6.060912	4.889316	6.672937	4.642363	5.422453	1.046419	5.652534	3.39084	4.799908	7.238545	90	True	True
18.17286	6.435192	9.884575	9.412267	6.060912	4.889316	6.672937	4.642363	5.422453	1.046419	5.652534	3.39084	4.799908	7.238545	90	True	True
15.0007	9.619112	10.59547	15.91894	19.18732	4.946211	10.58323	8.384269	6.374021	2.104128	6.103136	3.420224	3.632274	5.43696	90	True	True
15.0007	9.619112	10.59547	15.91894	19.18732	4.946211	10.58323	8.384269	6.374021	2.104128	6.103136	3.420224	3.632274	5.43696	90	True	True
13.49951	2.192224	9.008657	8.138655	3.413749	4.182582	6.33304	1.66742	5.893449	3.361156	2.262439	4.960964	4.634222	3.766501	90	True	True
13.49951	2.192224	9.008657	8.138655	3.413749	4.182582	6.33304	1.66742	5.893449	3.361156	2.262439	4.960964	4.634222	3.766501	90	True	True
11.32518	6.30602	9.397541	8.564012	1.536335	4.430054	7.512982	0.9228061	5.926944	3.933731	2.467918	5.26723	3.120543	3.673378	90	True	True
11.32518	6.30602	9.397541	8.564012	1.536335	4.430054	7.512982	0.9228061	5.926944	3.933731	2.467918	5.26723	3.120543	3.673378	90	True	True
11.32518	6.30602	9.397541	8.564012	1.536335	4.430054	7.512982	0.9228061	5.926944	3.933731	2.467918	5.26723	3.120543	3.673378	90	True	True
10.28521	6.41242	8.026244	9.426078	1.721692	3.310381	7.614916	2.296439	5.486725	4.882827	2.474488	4.990252	1.472459	2.999962	90	True	True
10.28521	6.41242	8.026244	9.426078	1.721692	3.310381	7.614916	2.296439	5.486725	4.882827	2.474488	4.990252	1.472459	2.999962	90	True	True
7.571968	7.576708	14.36548	14.86106	106.0501	7.494104	9.12936	118.0654	6.704397	2.649218	11.63702	5.784726	4.434999	5.589451	90	True	True
7.571968	7.576708	14.36548	14.86106	106.0501	7.494104	9.12936	118.0654	6.704397	2.649218	11.63702	5.784726	4.434999	5.589451	90	True	True
7.777379	9.701839	17.47237	45.35397	110.6824	10.93289	30.47705	134.386	8.747116	7.642852	161.4577	7.267014	7.410024	25.8285	90	True	True
7.777379	9.701839	17.47237	45.35397	110.6824	10.93289	30.47705	134.386	8.747116	7.642852	161.4577	7.267014	7.410024	25.8285	90	True	True
5.874024	11.2197	16.81603	44.56656	112.2059	10.44934	26.83635	137.8827	7.949664	7.057723	158.3714	6.484971	7.059048	16.77289	90	True	True
5.874024	11.2197	16.81603	44.56656	112.2059	10.44934	26.83635	137.8827	7.949664	7.057723	158.3714	6.484971	7.059048	16.77289	90	True	True
5.874024	11.2197	16.81603	44.56656	112.2059	10.44934	26.83635	137.8827	7.949664	7.057723	158.3714	6.484971	7.059048	16.77289	90	True	True
5.170364	9.174167	15.45436	80.94747	78.1604	10.31549	93.55289	72.72935	8.325037	51.40528	118.9319	6.056349	6.660616	171.3625	90	True	True
5.170364	9.174167	15.45436	80.94747	78.1604	10.31549	93.55289	72.72935	8.325037	51.40528	118.9319	6.056349	6.660616	171.3625	90	True	True
6.144718	14.03534	16.04386	83.82458	74.56755	10.40128	91.44328	74.36246	7.961193	51.2061	117.8235	4.703903	8.636248	126.161	90	True	True
6.144718	14.03534	16.04386	83.82458	74.56755	10.40128	91.44328	74.36246	7.961193	51.2061	117.8235	4.703903	8.636248	126.161	90	True	True
3.902695	16.0777	15.46384	114.5846	45.16059	9.972794	127.6093	40.18169	7.830395	113.1695	58.87588	4.758763	2.629944	175.1873	90	True	True
3.902695	16.0777	15.46384	114.5846	45.16059	9.972794	127.6093	40.18169	7.830395	113.1695	58.87588	4.758763	2.629944	175.1873	90	True	True
5.099808	14.73867	15.06609	117.0191	42.83344	9.844044	132.277	35.65524	8.108644	105.368	66.67159	5.009377	6.768997	154.4398	90	True	True
5.099808	14.73867	15.06609	117.0191	42.83344	9.844044	132.277	35.65524	8.108644	105.368	66.67159	5.009377	6.768997	154.4398	90	True	True
3.061516	17.51702	15.2366	137.1529	24.20423	10.3689	151.2835	17.31254	7.56302	158.3809	15.20935	4.472865	9.406543	161.3393	90	True	True
3.061516	17.51702	15.2366	137.1529	24.20423	10.3689	151.2835	17.31254	7.56302	158.3809	15.20935	4.472865	9.406543	161.3393	90	True	True
4.016691	15.8432	14.70534	136.9193	24.59525	10.42111	150.8835	18.14143	7.846473	159.1464	15.74131	4.724093	9.352708	154.2584	90	True	True
