-7.148865	-16.90073	-9.474884	-11.76016	-8.538147	-2.321655	-10.46317	-7.6427	-1.159943	-12.1861	-8.193909	0.4977739	-18.12476	-15.34464	-4.542084	True	False
-7.148865	-16.90073	-9.474884	-11.76016	-8.538116	-2.321655	-10.46317	-7.6427	-1.159943	-12.1861	-8.193909	0.4977726	-18.12476	-15.34464	-4.542084	True	False
-7.148865	-16.90073	-9.474884	-11.76016	-8.538116	-2.321655	-10.46317	-7.6427	-1.159943	-12.1861	-8.193909	0.4977694	-18.12476	-15.34464	-4.542084	True	False
-7.321381	-17.64017	-10.04694	-11.01416	-8.126221	0.2101478	-9.616516	-8.346802	1.397294	-10.13321	-7.580353	3.462394	-15.7038	-14.35138	-9.119781	True	False
-7.421295	-18.05692	-10.35297	-10.5976	-7.898926	1.66037	-9.13797	-8.741638	2.858342	-8.97171	-7.237152	5.15627	-14.33673	-13.79294	-11.79736	True	False
-7.498077	-18.37173	-10.56241	-10.28488	-7.729584	2.782794	-8.776367	-9.038147	3.988198	-8.093445	-6.979584	6.467302	-13.3046	-13.37332	-13.9892	True	False
-7.610443	-18.17603	-10.53278	-9.66568	-7.455994	3.384681	-7.883759	-8.714905	4.982723	-7.387421	-6.760742	7.307713	-13.12363	-13.22232	-16.40118	True	False
-7.733032	-18.05966	-10.50845	-9.014069	-7.161682	4.240095	-6.963043	-8.47583	6.206277	-6.53067	-6.500122	8.42439	-12.72958	-12.98898	-19.51694	True	False
-7.838898	-17.95959	-10.4653	-8.451355	-6.907593	4.994355	-6.16803	-8.271423	7.273667	-5.790649	-6.276489	9.382488	-12.38882	-12.78729	-22.36481	True	False
-7.919525	-17.88364	-10.38046	-8.022491	-6.714081	5.608069	-5.562378	-8.117035	8.121053	-5.227112	-6.107208	10.1158	-12.12906	-12.63361	-24.89758	True	False
-7.263123	-17.37759	-10.66077	-7.960388	-6.78952	5.612751	-5.279205	-7.420837	8.570783	-4.763489	-5.99707	10.33955	-11.75882	-12.12076	-26.91248	True	False
-7.008392	-17.12589	-10.71213	-7.758728	-6.744873	5.885586	-4.908875	-7.049896	9.12655	-4.325684	-5.881256	10.72262	-11.49039	-11.83124	-29.04132	True	False
-6.773743	-16.89465	-10.73187	-7.573578	-6.704529	6.14957	-4.568848	-6.707031	9.645251	-3.920624	-5.775696	11.05851	-11.24353	-11.56396	-31.13559	True	False
-6.575684	-16.69989	-10.68784	-7.417786	-6.671112	6.404803	-4.282623	-6.416779	10.107	-3.577484	-5.687408	11.3168	-11.03555	-11.33801	-33.21323	True	False
-6.002411	-16.33429	-11.18222	-7.542603	-6.924652	6.813447	-4.281372	-6.790222	10.68008	-3.644653	-5.541321	10.81831	-11.12277	-11.11295	-34.43988	True	False
